id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13432525,Family Friendly Beach House!,12010544,Ken,,Long Branch,43.58671,-79.54168,Entire home/apt,200,4,17,2019-08-25,0.38,1,0
13432995,BEDROOM Historical Fort York -Waterfront-Downtown,16728980,Human Citizen❤,,Niagara,43.63803,-79.40696,Private room,60,1,43,2019-10-20,0.96,2,18
13434610,Spacious downtown Industrial loft,10737427,Steven,,Niagara,43.64307,-79.40327,Entire home/apt,300,5,0,,,1,364
13434873,Toronto Waterfront 2 Bed Condo GREAT LOCATION,27166848,Jeremy,,Waterfront Communities-The Island,43.64265,-79.3824,Entire home/apt,199,2,1,2016-07-11,0.02,2,0
13435110,Elegant Yorkville Condo Amazing Terrace,84474,James,,Annex,43.67467,-79.39009,Entire home/apt,319,180,4,2018-06-21,0.09,1,362
13435146,Big House in Little Italy,3825163,Peter,,Trinity-Bellwoods,43.65187,-79.41618,Entire home/apt,200,3,4,2016-08-15,0.09,1,0
13435295,Beautiful 1 Bedroom +  den condo,31085227,Vivek,,Waterfront Communities-The Island,43.64095,-79.38243,Entire home/apt,200,3,44,2020-01-05,0.99,2,169
13435322,Upper Beach Bedroom,76646212,Danilo,,Woodbine Corridor,43.68486,-79.313,Private room,50,1,1,2016-08-12,0.02,1,0
13435785,Pretty & Perfectly Positioned Parkdale Place,20564409,Voké,,South Parkdale,43.6358,-79.42724,Entire home/apt,65,1,103,2020-01-28,2.37,1,0
13436270,BRAND NEW 1 bedroom condo close to EVERYTHING!,40551369,Misha,,Bay Street Corridor,43.65176,-79.38255,Entire home/apt,127,2,7,2016-10-23,0.17,1,0
13436990,3-Bdrm Apartment in Little Italy,8702985,Clarence,,Trinity-Bellwoods,43.65311,-79.41448,Entire home/apt,369,2,69,2020-01-31,1.55,10,330
13442888,A cozy basement with full comfortable equipment,76729112,Gooni,,Don Valley Village,43.78338,-79.34116,Entire home/apt,74,5,80,2020-01-31,1.8,2,182
13444614,A spacious master bedroom,76748904,Judith,,Glenfield-Jane Heights,43.75334,-79.51103,Private room,50,1,0,,,1,0
13445857,Quiet Space In The Centre Of The Action,21245388,James & Julie,,Waterfront Communities-The Island,43.64505,-79.39266,Entire home/apt,159,3,184,2020-02-08,4.17,14,71
13446236,Waterfront Comfort,76765799,Hana,,Waterfront Communities-The Island,43.64351,-79.37648,Private room,82,7,0,,,1,0
13448709,Luxury condo near downtown Toronto,40741202,Haffie&Kas,,West Humber-Clairville,43.7254,-79.61691,Entire home/apt,49,365,21,2016-10-31,0.48,1,136
13451544,Green Oasis in the Downtown Toronto,76830185,George,,Corso Italia-Davenport,43.67496,-79.43501,Private room,61,1,63,2018-09-29,2.15,1,135
13451663,RM1 - 15 minute walk to Yorkdale Subway,76832937,Rose,,Englemount-Lawrence,43.73206,-79.4381,Private room,34,180,21,2020-01-01,0.47,3,167
13451852,Comfy private room in townhouse.,25374649,Chels,,Mount Dennis,43.69112,-79.50744,Private room,76,1,0,,,1,0
13456401,Beautiful Queen Street West with private bedroom,76888450,Samantha,,Little Portugal,43.64092,-79.42389,Private room,46,2,0,,,1,0
13459721,Two bedroom apartment - heart of downtown,25403961,Marcelo,,Niagara,43.64107,-79.41344,Entire home/apt,148,3,0,,,1,0
13459852,Watch a Sunset in a Stylish Trinity-Bellwoods Flat,8702985,Clarence,,Trinity-Bellwoods,43.65293,-79.41402,Entire home/apt,288,2,23,2019-09-10,0.53,10,12
13460191,Bright Modern Apartment in Entertainment District,11150761,Freya,,Waterfront Communities-The Island,43.64938,-79.39274,Entire home/apt,110,1,14,2017-01-08,0.32,1,0
13463736,Liberty Village loft,76967328,Tim,,Niagara,43.63656,-79.4191,Entire home/apt,200,1,21,2017-10-06,0.48,1,0
13465029,Family-Friendly Home in Vibrant Queen West,6525584,Alex,,Kensington-Chinatown,43.64907,-79.40156,Entire home/apt,325,3,10,2020-01-02,0.22,1,11
13465786,"Sun-Filled, Elegant Suite in Downtown Toronto",24519005,Zoheir,,Waterfront Communities-The Island,43.64349,-79.38842,Entire home/apt,209,5,35,2020-01-14,0.81,6,151
13466049,BEDROOM   YONGE & FINCH TTC/SUBWAY/GO (virtual),76856720,Sebas,,Willowdale West,43.77625,-79.42176,Private room,45,1,103,2020-01-20,3.38,5,278
13466201,Nanny Suite In A Victorian Family Home,77000637,Susie,,Church-Yonge Corridor,43.66767,-79.38314,Private room,110,1,118,2019-10-26,2.67,3,0
13466429,Fantastic family home in Little Italy,26156805,Scott,,Palmerston-Little Italy,43.66021,-79.416,Entire home/apt,251,6,2,2019-08-01,0.05,1,0
13467418,Amazing Sub Penthouse Beautiful City Views,77017395,Bryce,,Little Portugal,43.642,-79.42362,Entire home/apt,125,29,3,2018-06-17,0.07,1,365
13475435,Cozy New Studio Apartment in TO's Coolest Hood,2853930,Aaron,,Little Portugal,43.65115,-79.43504,Entire home/apt,80,2,170,2020-02-03,3.81,1,271
13476193,"Sunny, very well-located studio apartment",10065239,Louis,,Annex,43.66931,-79.39948,Entire home/apt,90,4,14,2019-03-25,0.32,1,0
13476773,Charming Queen St. Apartment,77130768,Krume,,South Riverdale,43.66035,-79.34076,Entire home/apt,77,1,293,2020-01-26,6.8,2,321
13477083,Great Accessible Etobicoke Apartment,77135037,Molly,,Alderwood,43.60867,-79.55165,Private room,27,1,1,2016-06-17,0.02,1,0
13477587,Upscale condo Historic St. Lawrence Market Toronto,55026004,Smita,,Waterfront Communities-The Island,43.64964,-79.36977,Entire home/apt,319,5,2,2016-07-22,0.05,1,0
13479047,Private Room in an Apartment!,72938007,Edi,,Victoria Village,43.74089,-79.31817,Private room,73,1,0,,,1,364
13479136,1 bedroom + backyard oasis in heart of the city,49881517,Diane,,South Parkdale,43.63348,-79.42879,Entire home/apt,125,2,30,2019-12-28,0.68,2,18
13480355,Bright Room Well Located L 2 2,14475101,Glaucia,,Keelesdale-Eglinton West,43.68845,-79.4679,Private room,23,1,16,2019-10-01,0.39,20,365
13486027,Newly renovated private suite in architectural gem,42503503,Geoff,,Roncesvalles,43.64096,-79.44538,Entire home/apt,144,1,346,2020-01-01,7.8,1,114
13486401,"Modern, well designed basement suite!",7168251,Tyler,,South Riverdale,43.67143,-79.32998,Entire home/apt,105,1,0,,,1,0
13487295,Beauty 1 Bedroom w/Patio in the heart of Toronto,76595320,Pip,,Palmerston-Little Italy,43.65575,-79.42147,Entire home/apt,130,2,1,2016-06-28,0.02,1,0
13491262,West side is the best side!,15150681,Shaima,,Dufferin Grove,43.65785,-79.44506,Private room,40,1,0,,,1,0
13492431,A Gorgeous Penthouse Lakeview in DownTown Toronto,19509784,Kevin,,Niagara,43.63717,-79.40558,Entire home/apt,500,1,178,2020-01-04,4.06,35,257
13494003,BASEMENT APARTMENT near Panamcenter,60133491,Jackelin,,Highland Creek,43.79583,-79.18391,Private room,65,3,1,2016-06-26,0.02,1,0
13494977,The Beautiful Cottage in the City.,45717250,Jason,,Newtonbrook West,43.78232,-79.42545,Private room,113,1,11,2020-01-01,0.29,2,180
13495822,Shaw street basement suite- near Ossington subway,68563091,Darren And Lori,,Dovercourt-Wallace Emerson-Junction,43.66861,-79.42428,Entire home/apt,76,2,63,2019-11-30,1.44,1,72
13496260,Central Location 1BR Suite in Edwardian House,77387662,Kei,,Palmerston-Little Italy,43.66048,-79.41146,Entire home/apt,102,1,180,2019-12-29,4.09,1,74
13500820,Stunning Dovercourt House FIRST & MAIN Unit joined,1684087,Pouneh,,Little Portugal,43.64534,-79.42376,Entire home/apt,590,21,18,2019-11-04,0.58,21,320
13503887,live-work artist studio,3055628,Pamela,,Dovercourt-Wallace Emerson-Junction,43.65996,-79.45146,Entire home/apt,36,7,2,2017-08-05,0.05,1,0
13506217,Stay at the center of Pride Toronto!,6451674,Kimberley,,Church-Yonge Corridor,43.66609,-79.37949,Entire home/apt,148,5,0,,,1,0
13506358,Skytrees Suite Beautiful ICE condo DTToronto,72029669,Vivian & Wei,,Waterfront Communities-The Island,43.64163,-79.38227,Entire home/apt,159,1,106,2020-01-08,2.38,3,60
13506547,Cozy Beaches Basement Apartment,21245388,James & Julie,,The Beaches,43.67377,-79.30517,Entire home/apt,80,3,65,2020-01-05,1.47,14,87
13507026,"Stunning Dovercourt House, 2BD MAIN Floor",1684087,Pouneh,,Little Portugal,43.6446,-79.42423,Entire home/apt,260,30,4,2017-08-15,0.09,21,104
13507324,Award-Winning Apartment in West Queen West,1684087,Pouneh,,Trinity-Bellwoods,43.6449,-79.42279,Entire home/apt,274,28,21,2020-02-07,0.48,21,254
13508240,Home away from home - Private Home - High Park!,48764777,Michael,,High Park North,43.65485,-79.46486,Entire home/apt,99,2,2,2016-07-27,0.05,1,0
13510011,A Perfect Studio Apartment for two,77538408,Morgan,,South Parkdale,43.63549,-79.42634,Entire home/apt,45,1,78,2017-07-29,1.75,1,0
13513524,Toronto condo close to Bloor-Yonge & Yorkville,9142903,Lisa,,North St.James Town,43.67038,-79.37598,Private room,150,4,1,2016-06-27,0.02,1,0
13514401,Newly Built Two Storey -Modern Home,55769898,Fenella,,Humewood-Cedarvale,43.6957,-79.43385,Entire home/apt,225,20,4,2016-08-27,0.09,1,0
13514885,Comfy Couch,25594306,Barry,,Wychwood,43.68006,-79.43358,Shared room,40,1,0,,,1,0
13515991,Charming EN SUITE Room In Kensington Market,4976043,Ping,,Kensington-Chinatown,43.65522,-79.40386,Private room,60,2,202,2020-02-02,4.97,3,61
13518742,Updated West End Beauty!,4439498,Mike,,Runnymede-Bloor West Village,43.66515,-79.49306,Entire home/apt,251,4,6,2019-08-20,0.14,1,349
13519638,"Stunning Dovercourt House, ALL units, 6 Bedrooms",1684087,Pouneh,,Little Portugal,43.64637,-79.42359,Entire home/apt,900,21,0,,,21,320
13523146,Bright and Modern Flat Near Restaurants,9560823,Daniela,,Oakwood Village,43.68656,-79.43439,Entire home/apt,166,3,101,2020-01-03,2.29,1,164
13524767,The Nook- a budget friendly space!,27042758,Amanda,,Greenwood-Coxwell,43.67605,-79.32785,Private room,34,3,120,2018-09-29,2.73,2,0
13525382,Cozy Beaches Main Floor Apartment,21245388,James & Julie,,The Beaches,43.67548,-79.30375,Entire home/apt,89,3,81,2019-10-30,1.84,14,40
13527303,Cozy Beaches Upper Floor Apartment,21245388,James & Julie,,The Beaches,43.67509,-79.30472,Entire home/apt,89,3,68,2019-12-27,1.58,14,73
13528474,Private bed + bath on Happening Queen West,11999936,Victoria,,Little Portugal,43.64356,-79.42744,Private room,60,1,2,2016-07-04,0.05,1,0
13528484,Rancho Relaxo by the water,77752050,Grant,,Waterfront Communities-The Island,43.64012,-79.38527,Entire home/apt,110,2,14,2017-02-12,0.32,1,0
13528522,Luxury Studio Apartment in Kensington Market,70643530,John And Lise,,Kensington-Chinatown,43.65603,-79.40347,Entire home/apt,133,2,86,2020-01-06,2.51,3,35
13529318,Studio Apt in the heart of Queen West/Roncey,158614,John,,South Parkdale,43.63805,-79.44486,Entire home/apt,50,2,0,,,1,0
13529751,Downtown Condo next to ACC and Union Station,77768724,Jay,,Waterfront Communities-The Island,43.64204,-79.38137,Entire home/apt,150,3,39,2017-08-26,0.88,1,0
13531168,Cozy & Quiet King St West Condo,17474106,Ivana,,Niagara,43.64167,-79.41509,Entire home/apt,200,5,3,2018-09-26,0.12,1,0
13531787,生活機能超強 交通方便.自助旅行 短期遊學 都非常適合. 近有超市 Pizza店 麥當勞 購物中心,77796115,Roselie,,Bayview Village,43.77189,-79.37569,Private room,53,1,21,2019-08-30,0.48,1,74
13532029,Skytrees Studio - a Calming Sanctuary at Downtown Toronto,72029669,Vivian & Wei,,Waterfront Communities-The Island,43.64173,-79.3818,Entire home/apt,99,1,252,2020-02-01,7.13,3,25
13532558,Chic 1 bedroom condo downtown Toronto,16019277,Hortense,,Waterfront Communities-The Island,43.63914,-79.39711,Entire home/apt,121,2,7,2017-04-12,0.16,1,0
13534060,One of a Kind 2-Story Loft in Heart of King West,25812121,Ashley,,Waterfront Communities-The Island,43.64549,-79.40275,Entire home/apt,249,3,19,2020-02-12,1.95,1,84
13539593,BIG 1BR LOFT with a spectacular view of the city,3431292,Chris,,South Riverdale,43.65648,-79.35086,Entire home/apt,400,1,0,,,1,0
13540340,3 minutes from High Park and Subway,20933645,Daniela,,High Park North,43.6563,-79.46707,Shared room,33,1,1,2016-08-16,0.02,1,0
13545715,Two bedroom at Bloor/Yonge with incredible view!,21745651,Bi Wei,,Church-Yonge Corridor,43.66836,-79.38437,Entire home/apt,170,1,17,2016-08-27,0.38,1,0
13546410,Elegant Victorian Style 1BD,17582804,Chloe,,Palmerston-Little Italy,43.65884,-79.42822,Entire home/apt,187,180,17,2019-07-23,0.38,1,105
13548199,Unique minimalist loft in Kensington Market,1752685,Jonathan,,Kensington-Chinatown,43.65686,-79.40134,Entire home/apt,251,2,3,2016-08-02,0.07,1,0
13549446,Bright and spacious room Downtown Toronto,78003474,Azra,,Bay Street Corridor,43.65536,-79.38448,Private room,76,2,3,2016-07-25,0.07,1,0
13550294,Amazing house/get away in the best location,2561666,George,,Waterfront Communities-The Island,43.64664,-79.40091,Entire home/apt,601,2,11,2019-08-30,0.25,1,81
13551125,Furnished Bdrm Lovely Ravine Home,32307248,Nisha,,O'Connor-Parkview,43.70284,-79.30306,Private room,45,7,0,,,1,0
13556716,Wychwood Barns! Family home in central Toronto,5681159,Ryan,,Wychwood,43.6743,-79.42272,Entire home/apt,186,14,1,2016-11-20,0.03,1,0
13558466,The Ice Condo,78100905,Tom,,Waterfront Communities-The Island,43.64135,-79.38225,Entire home/apt,95,3,3,2016-07-31,0.07,1,0
13558941,Spacious 2 bed/2bath steps to CN tower/Union stn,27431928,Hitheam,,Waterfront Communities-The Island,43.64162,-79.38373,Entire home/apt,400,3,17,2019-09-29,0.83,2,89
13559244,Cosy 1-bedroom Apartment in the Beaches!,74305470,Cindy &Colin,,The Beaches,43.6739,-79.30691,Entire home/apt,109,4,32,2019-01-03,0.73,1,325
13559666,Boutique Loft in Trendy West Queen West,9230842,Irene,,Little Portugal,43.64376,-79.42732,Entire home/apt,80,1,0,,,1,0
13559675,Edwards Gardens - 1 bedroom apartment,78117230,Ingrid,,Banbury-Don Mills,43.74252,-79.35449,Entire home/apt,85,5,10,2019-10-14,0.24,1,43
13562072,North Toronto - Yonge/Lawrence - Whole family home,16737493,Gordon,,Lawrence Park North,43.72937,-79.41593,Entire home/apt,300,17,0,,,1,0
13562809,#NoBlo Quiet Space Next To Subway Line,2884414,Shawn,,Yonge-St.Clair,43.6915,-79.39669,Private room,44,1,0,,,1,0
13564217,Close to the beach - walk to subway,11079304,Drew,,Woodbine-Lumsden,43.69095,-79.31418,Entire home/apt,298,2,9,2019-08-31,0.21,1,357
13564631,Chic King West Minimalist Oasis,10332848,Katie,,Waterfront Communities-The Island,43.64538,-79.39826,Entire home/apt,194,3,10,2017-03-05,0.23,1,0
13565323,Urban Oasis w PARKING! TTC/UP/GO,10583448,Carla,,Junction Area,43.66331,-79.45825,Private room,68,2,36,2018-01-14,0.96,2,0
13571658,Modern 2bdrm - Heart of Toronto w/ Stunning Views,78265590,Danielle,,Bay Street Corridor,43.65337,-79.38754,Entire home/apt,231,1,23,2016-10-10,0.52,1,0
13573146,"Longer stay, Aug 1-25  1 Bedroom, High Park subway",48733191,Laura,,High Park North,43.65398,-79.46761,Entire home/apt,170,25,1,2016-08-05,0.02,1,0
13573684,"Share space in the living room ,great location.",58652393,Carlos,,Dovercourt-Wallace Emerson-Junction,43.66241,-79.42455,Shared room,40,1,20,2019-12-30,0.45,2,0
13574275,Roomy bedroom in cozy home,54062486,Carla,,Corso Italia-Davenport,43.6829,-79.45348,Private room,45,2,31,2019-11-12,0.7,2,112
13574983,Queen West Condo w/ Patio & Toronto Skyline,1716474,Taher,,Little Portugal,43.64282,-79.42262,Entire home/apt,121,1,2,2016-12-13,0.05,1,0
13578275,ICE CONDO right across CN tower,78350931,Melody,,Waterfront Communities-The Island,43.64049,-79.38291,Entire home/apt,107,1,0,,,1,0
13583920,Room in Victorian house in the Junction Triangle,78420154,Fraser,,Dovercourt-Wallace Emerson-Junction,43.66388,-79.45399,Private room,58,1,10,2016-10-26,0.23,1,0
13585289,Gorgeous 2 Bedrooms walking to Convention Centre,27709496,Tanny,,Waterfront Communities-The Island,43.64219,-79.38089,Entire home/apt,239,10,57,2019-09-13,1.3,2,30
13587334,Modern Trinity Bellwoods Park Queen West 2 Bedroom,2180237,Alexander,,Niagara,43.64395,-79.41444,Entire home/apt,265,5,4,2019-09-22,0.1,4,365
13587638,Central Toronto home in Leslieville,9575022,Leslie,,South Riverdale,43.66592,-79.33575,Entire home/apt,300,2,13,2019-11-03,0.74,1,355
13588430,Two bedroom at Union Station!,4032576,Whitehall,,Waterfront Communities-The Island,43.64174,-79.38072,Entire home/apt,139,5,14,2019-09-30,0.32,10,70
13605154,Sunny Downtown Apartment with CN Tower View and Shared Gym,78700881,Olga,,Waterfront Communities-The Island,43.64718,-79.39163,Entire home/apt,99,1,252,2020-02-05,5.68,1,32
13605471,THE COACH HOUSE Cottage near downtown,11422464,Brett,,South Riverdale,43.65824,-79.34406,Entire home/apt,150,2,298,2020-02-09,6.77,1,62
13612400,A luxury condominium in best area close to subway.,74010307,Noush,,Bayview Village,43.76445,-79.38237,Entire home/apt,129,4,6,2019-03-18,0.38,1,365
13615006,Downtown Family Friendly 4BR Private Home,78823357,David,,University,43.66069,-79.40543,Entire home/apt,339,3,5,2016-09-06,0.11,1,0
13615924,Large spacious fully furnished room,78834227,Zein,,Taylor-Massey,43.69576,-79.2921,Private room,40,1,14,2019-07-31,0.32,3,365
13617615,Icon Condo for short term stay,8550168,Jennifer,,Waterfront Communities-The Island,43.64621,-79.38994,Entire home/apt,144,24,9,2016-09-25,0.2,1,0
13619013,Waterfront Downtown Condo,22151181,Ally,,Waterfront Communities-The Island,43.63726,-79.39717,Entire home/apt,251,2,10,2018-09-23,0.23,1,0
13619057,"Expand, rejoice & feel at home",29937392,Dia,,Waterfront Communities-The Island,43.63819,-79.39002,Entire home/apt,150,14,2,2016-08-23,0.05,1,196
13619411,1Bed+Den Oasis w Infinity Pool next to Raptors ACC,5601930,Noah,,Waterfront Communities-The Island,43.64406,-79.40017,Entire home/apt,194,4,2,2019-08-20,0.05,1,180
13620449,Unique Downtown Shoe Factory Loft *Heritage Site!*,25434952,Daniel A.,,Moss Park,43.65489,-79.36642,Entire home/apt,209,2,43,2019-11-24,1,1,288
13624586,"2 BEDROOM  IN DOWNTOWN TO near SUBWAY, PARKING Inc",49378194,Andrea,,North St.James Town,43.6708,-79.37279,Entire home/apt,99,3,172,2020-01-05,3.87,1,230
13624588,Bed and Bath,78947617,Manish,,Rexdale-Kipling,43.72725,-79.57125,Private room,30,1,1,2016-07-01,0.02,1,0
13624698,Private 2nd floor apartment in beautiful old house,17589989,Kristi,,Dovercourt-Wallace Emerson-Junction,43.66231,-79.43054,Entire home/apt,106,2,162,2019-10-22,3.73,1,219
13634984,Lux Downtown Condo ~With Parking,24712554,Liz,,Waterfront Communities-The Island,43.63978,-79.39795,Entire home/apt,150,2,158,2020-01-26,3.59,1,3
13639052,Peaceful Beach/Village B&B,54253801,Anna & Derek,,East End-Danforth,43.68181,-79.29047,Private room,68,1,41,2018-09-10,0.93,1,48
13639084,Skylit Urban Cottage in Queen West,1710056,Anna,,Trinity-Bellwoods,43.64695,-79.4113,Entire home/apt,251,30,4,2019-06-09,0.09,1,0
13640412,An escape in midtown Toronto close to everything,41409941,Roy,,Banbury-Don Mills,43.72973,-79.3312,Entire home/apt,50,1,0,,,1,0
13642653,Beautiful bedroom in apartment in Victorian Home.,9339046,Benny,,Moss Park,43.65949,-79.36883,Private room,99,1,26,2017-08-09,0.62,1,0
13642694,"The best in the West, Toronto private bedroom",69015312,Ceu & Stewart,,South Parkdale,43.63734,-79.43249,Private room,45,2,38,2017-12-08,0.86,1,0
13646675,"Bright, cozy room in Little Italy",9304768,Eris,,Palmerston-Little Italy,43.65952,-79.41837,Private room,38,4,19,2016-09-24,0.43,2,0
13649584,Trendy Exposed Brick Loft,32135348,Morgan,,Roncesvalles,43.6422,-79.43115,Entire home/apt,129,2,8,2017-08-14,0.18,1,0
13651936,Cozy Room by Rogers Centre - FREE Parking,6933394,Yana,,Waterfront Communities-The Island,43.64035,-79.39258,Private room,69,1,0,,,1,0
13655385,Great Uptown Location + Free Parking Bayview&Shepp,42875291,Ahsan,,Willowdale East,43.7648,-79.39372,Entire home/apt,99,1,0,,,1,0
13657964,Luxury Highrise DT City View Condo,828563,Angel,,Waterfront Communities-The Island,43.6417,-79.38189,Hotel room,198,1,249,2019-12-01,5.62,1,46
13658556,"Bright and spacious one-bedroom condo, great area!",24356065,Katie,,Little Portugal,43.64107,-79.42336,Entire home/apt,76,2,0,,,1,0
13659450,A cozy Bachelor in the heart of Yonge & Eglington,79381962,Osmary,,Mount Pleasant West,43.69983,-79.39172,Entire home/apt,85,3,20,2019-08-11,0.49,1,0
13659795,New 2 bedroom private apartment - basement,33699825,Milad,,Newtonbrook West,43.78573,-79.4376,Entire home/apt,110,4,30,2019-12-01,0.68,4,300
13660452,Gorgeous Yorkville Condo,21245388,James & Julie,,Annex,43.67026,-79.39403,Entire home/apt,179,2,119,2020-01-15,2.76,14,88
13660723,Room in quiet neighbourhood in downtown Toronto,41113922,Sean,,Kensington-Chinatown,43.65362,-79.39566,Private room,57,1,10,2017-03-02,0.23,1,0
13661927,1Bed Cozy Pvt Apartment on SPECIAL,79416194,Sunny,,Clairlea-Birchmount,43.7044,-79.27139,Entire home/apt,95,1,136,2019-10-31,3.09,1,0
13666139,Beautiful 3 Bedroom Family Home - Danforth,79460825,Andrew,,Broadview North,43.68437,-79.35076,Entire home/apt,150,5,4,2016-09-02,0.09,1,0
13666348,Luxurious room a cozy apartment,69355113,Mariam,,Henry Farm,43.77531,-79.34502,Private room,38,2,25,2017-10-06,0.58,3,319
13668031,1 bedrm condo beside Finch Subway,22438512,Farhana,,Newtonbrook East,43.78054,-79.41424,Entire home/apt,99,365,3,2016-11-01,0.07,1,358
13668958,5 STAR Relaxing Three-Bedroom House in Leslieville,16307377,Andrea,,South Riverdale,43.66252,-79.35034,Entire home/apt,175,2,6,2018-01-01,0.14,1,0
13669058,"Large, stocked unit close to Wellesley station!",63297078,Jennifer,,Bay Street Corridor,43.66505,-79.38494,Entire home/apt,190,1,88,2018-09-09,2.01,4,0
13671268,Amazing location - private bedroom,36660035,Anne,,Waterfront Communities-The Island,43.64397,-79.39238,Private room,60,1,0,,,1,0
13671996,Beautiful Basement Executive suit+kitchenette,79528541,Selina,,Mount Olive-Silverstone-Jamestown,43.75747,-79.59388,Entire home/apt,76,1,156,2020-02-06,3.65,3,71
13672600,Heart of Downtown,42602404,Adam,,Niagara,43.64223,-79.40271,Entire home/apt,150,1,6,2017-05-29,0.14,1,0
13674220,Cozy Views,79559123,Margaret,,Waterfront Communities-The Island,43.64671,-79.39207,Entire home/apt,150,2,3,2016-08-02,0.07,1,0
13674844,Minimal Downtown Toronto Condo w/ Amazing View!,1684650,Iaisha,,Waterfront Communities-The Island,43.64129,-79.39567,Entire home/apt,300,3,6,2016-09-12,0.14,1,0
13676080,"Calm, clean and pretty place",79592122,Fawad,,Oakridge,43.69409,-79.28605,Private room,50,1,0,,,1,0
13677533,Cozy Downtown Condo,79335865,Joanne,,Waterfront Communities-The Island,43.6382,-79.39754,Entire home/apt,99,2,10,2018-10-18,0.23,1,0
13680086,Close to the Beach on a Quiet Tree Lined Street!,79636088,Tracy,,Greenwood-Coxwell,43.67137,-79.32505,Entire home/apt,110,4,12,2019-08-07,0.27,1,0
13682064,6 month min. stay: Luxury 3-Bd Boutique Townhouse,79660317,Mark,,Niagara,43.64278,-79.41245,Entire home/apt,695,180,11,2016-11-15,0.25,1,257
13682156,Brand New Yorkville Condo Terrace Suite,79466048,Jonas,,Annex,43.66961,-79.39378,Entire home/apt,111,2,38,2018-06-29,0.87,1,0
13682806,Trendy 2-Story Penthouse Loft with parking spot,4280202,Adrianna & Gary,,Stonegate-Queensway,43.62467,-79.51501,Entire home/apt,99,1,10,2016-08-16,0.23,1,0
13682965,Large modern two bed in Annex with parking,10308557,Charlotte,,Casa Loma,43.67725,-79.4144,Entire home/apt,90,1,1,2016-07-04,0.02,1,0
13684717,"Cozy and bright, entire apartment, lots of plants!",19734974,Sarah,,Casa Loma,43.67801,-79.40407,Entire home/apt,99,1,14,2016-09-11,0.32,1,0
13684885,Master-Bedroom in Bright & Spacious Downtown home,43309630,Sanjid,,South Riverdale,43.66169,-79.35206,Private room,54,2,0,,,2,257
13688093,"Loft By Yonge & Eglinton- 2 BR + 2.5 BA, Free PRKG",69304724,Al,,Yonge-Eglinton,43.70801,-79.40298,Entire home/apt,199,5,32,2020-01-25,0.73,4,105
13688887,Private Room in Gorgeous Parkdale Victorianw/park,25632059,Wilfred,,South Parkdale,43.63946,-79.43437,Private room,76,1,9,2017-06-25,0.21,1,0
13694811,Luxury on Bay Street (Yonge & College),809517,Anton,,Bay Street Corridor,43.66285,-79.38674,Entire home/apt,130,1,168,2020-01-26,3.82,12,47
13700342,Sunny double  with shared bathroom,494460,Rachel,,Oakwood Village,43.68936,-79.43704,Private room,50,4,2,2019-09-04,0.05,3,0
13700719,66th Floor Sky Studio! Smurf to CNTower/ACC/Rogers,79920634,Martha,,Waterfront Communities-The Island,43.64161,-79.38211,Entire home/apt,107,1,212,2020-01-29,4.84,11,81
13705226,Large modern downtown private room with bathroom,2013956,Emilia,,Cabbagetown-South St.James Town,43.66487,-79.37756,Private room,80,2,50,2018-10-13,1.24,1,0
13707838,New Studio W/ Balcony. AMAZING LOCATION DOWNTOWN,80016983,Katie Sameena,,Kensington-Chinatown,43.65027,-79.39463,Entire home/apt,91,4,15,2016-11-04,0.34,1,0
13709194,Private Studio Apartment with Separate Entrance,10549313,Trevor,,Danforth,43.68172,-79.33922,Entire home/apt,76,5,10,2019-08-07,0.23,1,128
13710113,Spacious 2 Level Apartment in Parkdale,17225578,Sara,,South Parkdale,43.64089,-79.43285,Private room,50,3,0,,,2,0
13710156,St Clair Bedroom,80048128,Myriam,,Casa Loma,43.68502,-79.40853,Entire home/apt,105,1,0,,,1,0
13711498,A new and quiet place 北约克 地铁旁 安静内街 精心布置的驿站,14612958,Li,,Willowdale West,43.77755,-79.42508,Entire home/apt,240,2,14,2017-03-30,0.32,1,0
13711527,"Beautiful room w/ skyline view, downtown west side",3646307,Gonzalo,,Little Portugal,43.65161,-79.43184,Private room,85,1,0,,,2,0
13712967,Beautiful 2 bdrm Home Playter Estates near subway,4468755,Laurence,,Playter Estates-Danforth,43.67807,-79.36116,Entire home/apt,150,10,5,2017-07-12,0.12,1,0
13712972,"Gorgeous home w/ skyline views, downtown west side",3646307,Gonzalo,,Little Portugal,43.65183,-79.43028,Entire home/apt,190,1,2,2016-07-31,0.05,2,0
13714557,Loftful Location -  heart of King West,676570,Richard And Saudia,,Waterfront Communities-The Island,43.64288,-79.40189,Entire home/apt,101,28,31,2019-11-30,0.71,1,219
13714921,Retro 1 bedroom apartment at downtown core,19461277,PaperBox Mgnt,,Church-Yonge Corridor,43.65559,-79.37576,Entire home/apt,99,1,392,2020-01-28,8.9,25,119
13714976,Professional  Bachelor + Amazing Location,79584648,Lonna,,Lawrence Park North,43.72447,-79.41003,Entire home/apt,89,1,11,2017-11-26,0.27,1,0
13715751,Above 30th Floor Luxury 1B Condo walk2 ACC/Rogers,79920634,Martha,,Waterfront Communities-The Island,43.64249,-79.38177,Entire home/apt,110,1,269,2020-01-28,6.23,11,10
