id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1419,Beautiful home in amazing area!,1565,Alexandra,,Little Portugal,43.64617,-79.42451,Entire home/apt,469,4,7,2017-12-04,0.13,1,0
8077,Downtown Harbourfront Private Room,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64105,-79.37628,Private room,99,180,169,2013-08-27,1.32,2,0
12604,Seaton Village Parlour Bedroom,48239,Rona,,Annex,43.66724,-79.41598,Private room,66,1,0,,,1,0
23691,Queen Bedroom close to downtown,93825,Yohan & Sarah,,Briar Hill-Belgravia,43.69602,-79.45468,Private room,72,1,217,2019-12-22,1.84,2,0
26654,World Class downtown @CN Tower Theatre MTCC games!,113345,Adela,,Waterfront Communities-The Island,43.6453,-79.3894,Entire home/apt,199,4,39,2020-01-06,0.35,5,365
27423,Executive Studio Unit- Ideal for One Person,118124,Brent,,Greenwood-Coxwell,43.6689,-79.32592,Entire home/apt,54,120,26,2011-08-30,0.22,1,0
30931,Downtown Toronto - Waterview Condo,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64151,-79.37643,Entire home/apt,133,180,1,2010-08-11,0.01,2,365
40456,Downtown 2  Bdr.Apt with King Size Bed and Parking,174063,Denis,,South Parkdale,43.63532,-79.44049,Entire home/apt,99,30,109,2019-11-08,0.94,5,250
41887,Great location,183071,Kyle,,Oakridge,43.69466,-79.28667,Entire home/apt,69,2,82,2019-09-02,2.09,2,270
43964,Bright entire 2-bedrm basement suite private entry,192364,Mitra,,Wexford/Maryvale,43.74948,-79.29147,Entire home/apt,90,2,30,2019-08-05,0.79,1,365
44452,Yonge & Bloor Studio Skyline,195095,Urbano,,Rosedale-Moore Park,43.67185,-79.38583,Entire home/apt,121,1,50,2019-12-24,0.44,13,363
45399,Fountain View Studio - Eaton center,195095,Urbano,,Church-Yonge Corridor,43.65972,-79.38172,Entire home/apt,121,1,78,2019-11-07,0.69,13,363
45893,Yonge & Bloor Lakeview Master BR  ,195095,Urbano,,Rosedale-Moore Park,43.67105,-79.38481,Private room,105,1,18,2019-06-01,0.16,13,222
50110,Yorkville one bedroom Condo,195095,Urbano,,Church-Yonge Corridor,43.66899,-79.38548,Entire home/apt,121,1,55,2019-10-23,0.49,13,292
51616,Large room in trendy King Street West.,237587,John,,Niagara,43.64296,-79.40451,Private room,54,91,24,2018-11-11,0.56,1,179
62545,Furnished Heritage Rooms Downtown 1,304551,Kintoo,,Niagara,43.6458,-79.40769,Private room,65,30,23,2019-12-20,0.21,6,288
64641,Furnished Heritage Rooms Downtown,304551,Kintoo,,Niagara,43.6444,-79.40829,Private room,65,30,16,2019-08-04,0.14,6,305
64645,Furnished Heritage Suite Downtown,304551,Kintoo,,Niagara,43.64585,-79.40853,Private room,87,30,11,2018-08-31,0.1,6,318
65238,Zen South Facing Bedroom in Quiet Art-Filled Home,318911,Magali,,Palmerston-Little Italy,43.65853,-79.42709,Private room,56,2,67,2020-02-01,0.63,2,299
69464,Yonge & Bloor one bedroom Condo,195095,Urbano,,Rosedale-Moore Park,43.67094,-79.38581,Entire home/apt,121,1,47,2020-01-03,0.43,13,314
75051,"GreatSpace,Backyard, 5min to Subway",368707,Sandra,,Dufferin Grove,43.65956,-79.43228,Entire home/apt,148,6,273,2020-01-26,2.52,2,52
82694,Luxury Hotel Downtown Living !!,431260,Caterina,,Niagara,43.64171,-79.40469,Entire home/apt,107,30,29,2016-09-23,0.27,1,362
84076,A short walk to TIFF,544254,Darryl,,Niagara,43.64457,-79.40451,Entire home/apt,144,3,6,2018-08-20,0.08,1,0
84151,North City View Yonge/Bloor,195095,Urbano,,Church-Yonge Corridor,43.67033,-79.38612,Entire home/apt,144,1,24,2017-07-02,0.23,13,350
89575,Private bedroom close to downtown,93825,Yohan & Sarah,,Briar Hill-Belgravia,43.69662,-79.45325,Private room,62,1,88,2019-10-24,0.88,2,0
96336,John & Bren's Queen West 3 bedroom townhouse,511506,John,,Niagara,43.64458,-79.41022,Entire home/apt,219,3,122,2019-12-29,1.59,1,228
104096,Hip and modern family-friendly home,349172,Avery,,South Riverdale,43.66527,-79.32934,Entire home/apt,175,5,18,2019-08-03,0.17,1,185
104722,Annex apartment - with great deck!,455397,Carly,,Annex,43.67175,-79.40398,Entire home/apt,160,2,6,2018-10-08,0.11,1,0
112842,Gorgeous Condo near High Park!!,575127,Micheline,,High Park North,43.65623,-79.46667,Entire home/apt,64,180,12,2017-03-05,0.12,1,365
113175,Best luxury location in downtown Toronto!,576192,Faria,,Waterfront Communities-The Island,43.64123,-79.39339,Entire home/apt,105,28,35,2020-01-18,0.33,1,232
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,174063,Denis,,South Parkdale,43.63559,-79.44048,Entire home/apt,115,28,78,2019-10-05,0.74,5,257
122492,Sunny & Stylish Aprtmnt w easy access to dwntwn,613837,Brett,,Danforth East York,43.68872,-79.3299,Entire home/apt,89,5,107,2019-08-30,1.29,1,0
127380,"pleasant apt, centrally located",630920,Peggy,,Yonge-Eglinton,43.7037,-79.4082,Private room,60,1,143,2019-12-22,1.39,1,363
131401,WATERFRONT LUXURY SUITE - DOWNTOWN,604233,WaterfrontExecSuites,,Niagara,43.63743,-79.40104,Entire home/apt,70,175,6,2020-01-31,0.11,1,178
137099,Beautiful 3 Bedroom Home in Little Italy!,149566,Vinita + Joe,,Palmerston-Little Italy,43.65781,-79.42065,Entire home/apt,350,5,10,2017-08-12,0.1,2,288
138613,Warm Family Home Downtown Toronto,676621,Jodi,,Little Portugal,43.64776,-79.42709,Entire home/apt,180,3,5,2016-10-07,0.05,1,0
146601,Modern 1BR Downtown - Blue Jays Way,436139,Brian,,Waterfront Communities-The Island,43.64551,-79.39274,Entire home/apt,121,6,7,2015-06-28,0.07,1,42
148945,Downtown Toronto Near Lake Ontario,718884,John,,Waterfront Communities-The Island,43.64835,-79.36302,Private room,86,3,27,2019-12-29,0.26,1,365
149420,Bloor West Village 1 Bedroom ,666759,Jeannie,,High Park-Swansea,43.64618,-79.48833,Entire home/apt,80,4,34,2020-01-02,0.37,1,124
150281,"2 Bedroom UofT, OCAD, Queen West, Exceptional Loft",724179,Paige,,Kensington-Chinatown,43.64864,-79.40415,Private room,152,29,19,2017-04-16,0.34,1,320
153000,"1,100SqFt. 2B+Den Spacious Green Condo",735795,Raj,,Waterfront Communities-The Island,43.64366,-79.39155,Entire home/apt,199,3,54,2020-01-30,0.52,1,58
179217,Experience Downsview Park,857989,Charlene,,Downsview-Roding-CFB,43.7407,-79.48818,Private room,80,2,16,2019-08-05,0.24,1,363
179578,Furnished 1+1 bed Condo Apartment,545074,Sohail,,Woburn,43.78076,-79.24788,Entire home/apt,80,2,0,,,2,0
182573,Sunlit Separate Entrance Apartment,591649,Melissa,,Humewood-Cedarvale,43.68683,-79.42274,Entire home/apt,80,5,23,2019-09-11,0.24,2,202
183522,Beaches House,880070,John,,The Beaches,43.67254,-79.30023,Entire home/apt,180,120,9,2012-07-22,0.09,1,110
184784,2 bd Apt at Yonge & Bloor Yorkville,656777,Pere,,Church-Yonge Corridor,43.66932,-79.38525,Entire home/apt,199,90,61,2019-12-27,0.59,1,269
190670,"Designer's Home: Huge, sunny 2 bdr Roncesvalles",920827,Clara,,High Park-Swansea,43.64558,-79.44938,Entire home/apt,155,10,21,2020-02-06,0.25,2,159
192860,"Modern, Clean & Quiet 2bd @ High Park",533496,Paul,,Junction Area,43.66597,-79.47388,Entire home/apt,115,3,106,2019-11-11,1.04,2,231
196584,1 Bedroom Apt on Bloor-Danforth subway line!,957466,Karen,,Oakridge,43.69447,-79.28794,Entire home/apt,80,7,16,2020-01-31,0.38,1,258
206529,Simplicity-Quiet Room in a House in the Kingsway,1015926,Grant,,Stonegate-Queensway,43.63978,-79.50473,Private room,58,1,27,2019-10-31,0.29,2,307
207206,Beautiful Newly Renovated 2BDM Home,1019538,Stefan,,Little Portugal,43.64589,-79.43464,Entire home/apt,251,4,17,2015-08-08,0.17,2,365
209226,Boutique living - King West Central,1028504,Cindy,,Niagara,43.63598,-79.41468,Entire home/apt,144,28,36,2019-12-16,0.39,1,218
224740,Riverdale 2 Bedroom Pied-de-Terre,1169979,Deborah,,North Riverdale,43.67523,-79.34627,Entire home/apt,225,2,18,2019-10-05,0.33,2,0
224775,"Location, Location downtown Toronto",1170217,Frank,,Church-Yonge Corridor,43.66168,-79.37937,Private room,85,7,26,2019-10-19,0.46,2,349
228568,BEST VIEW in the City! Luxury condo,934821,Rob,,North St.James Town,43.66771,-79.37679,Entire home/apt,400,3,55,2018-09-11,0.56,2,0
229913,Upscale 2bed Downtown Toronto-lake,1200620,Sergei,,Niagara,43.63479,-79.39957,Entire home/apt,325,60,10,2017-08-26,0.13,1,364
230775,Elegant Private Room Condo-Downtown,706457,Usman,,Bay Street Corridor,43.66993,-79.38742,Private room,121,5,39,2019-09-01,0.38,1,365
231530,"Lots of plants, light and records. 1 bedroom.",1210571,Jaclyn,,Dovercourt-Wallace Emerson-Junction,43.66823,-79.43594,Entire home/apt,99,2,0,,,1,0
232794,Extra Large  1900 sq. Ft 1 Bed.Lux. Yorkville,1218097,Veronica,,Annex,43.67108,-79.39038,Entire home/apt,164,4,4,2016-05-06,0.05,1,199
234500,"URBAN OASIS quiet, bright, open concept w/ parking",1203746,Lisa,,South Riverdale,43.65668,-79.33933,Entire home/apt,140,1,101,2020-01-19,5.14,1,35
260645,"Heritage  private bdrm & bath, 4",1367540,Linda,,Moss Park,43.65574,-79.37216,Private room,70,1,147,2019-09-15,1.47,7,240
261235,"Heritage private bdrm & bath, 7",1367540,Linda,,Moss Park,43.65574,-79.37216,Private room,65,1,72,2019-10-27,0.72,7,250
264319,  private bdrm & bath  number 2,1367540,Linda,,Moss Park,43.65574,-79.37216,Private room,65,1,109,2019-12-13,1.1,7,229
266300,FURNISHED ONE-BDRM TORONTO KING W,1396237,Jonathan,,Niagara,43.64047,-79.41491,Entire home/apt,105,30,5,2019-06-11,0.15,1,364
268403,Two bedroom apt. in lovely house,1311843,Peter,,Roncesvalles,43.64463,-79.44353,Entire home/apt,141,7,7,2018-09-07,0.13,1,365
268888,Toronto  Downtown Quiet Area,1408862,Dale,,Broadview North,43.6879,-79.35268,Private room,76,1,0,,,1,364
269017,1 private bdrm & bath,1367540,Linda,,Moss Park,43.65653,-79.37127,Private room,54,1,116,2020-01-12,1.16,7,252
269355,Elegant apartment in the heart of Toronto,1411076,Adam,,Yonge-St.Clair,43.68436,-79.40053,Entire home/apt,199,7,0,,,1,0
273304,In the heart of Toronto downtown!,1409872,Ravish,,Church-Yonge Corridor,43.6605,-79.38057,Private room,176,2,0,,,1,0
273500,Beautiful Executive Victorian House,1430894,Ronen,,Palmerston-Little Italy,43.66023,-79.40935,Entire home/apt,252,2,114,2020-01-20,3.95,10,74
280249,private bdrm & bath room 3,1367540,Linda,,Moss Park,43.65745,-79.36995,Private room,76,2,143,2019-10-25,1.44,7,233
283628,Baldwin Village Downtown Apartment,1477264,Gloria,,Kensington-Chinatown,43.65481,-79.39697,Private room,135,3,16,2017-09-20,0.16,1,0
288341,Beautiful Victorian Home,1368256,Robert,,North St.James Town,43.67093,-79.37298,Entire home/apt,125,14,21,2019-10-17,0.27,1,328
289239,Big City Views from beautiful Queen West condo!,1270530,Stephanie,,Niagara,43.64207,-79.40984,Entire home/apt,199,10,93,2020-01-28,0.96,1,92
304065,Stonehouse On Sterling-South Room.,812337,Maria,,Dufferin Grove,43.657,-79.44806,Private room,73,2,18,2020-01-01,0.2,3,361
307726,Boutique Chic at Maple Leaf Square,1108156,Karen,,Waterfront Communities-The Island,43.64222,-79.37987,Entire home/apt,110,28,58,2019-11-02,0.59,2,197
309402,"Central, beside subway, indoor pool",1591140,Christina,,Mount Pleasant East,43.70926,-79.37707,Shared room,50,1,91,2019-09-26,0.94,2,99
312035,Stonehouse On Sterling-Queen Room,812337,Maria,,Dufferin Grove,43.65674,-79.44786,Private room,90,2,24,2019-09-30,0.25,3,365
314459,Cosy room by Toronto's Danforth Ave,1615944,Julia,,Blake-Jones,43.67728,-79.33585,Private room,52,3,36,2020-01-22,0.39,1,68
314934,Stonehouse On Sterling-Garden Room,812337,Maria,,Dufferin Grove,43.657,-79.44784,Private room,85,2,23,2018-10-22,0.25,3,354
325432,"Great 'hood, no car needed, 3.5br",1664812,Mark,,High Park North,43.66205,-79.4561,Entire home/apt,260,5,0,,,1,0
339418,Cozy Room in Midtown Near Subway,1027776,Willy & Madalina,,Mount Pleasant West,43.6983,-79.39305,Shared room,40,1,84,2019-08-03,0.87,2,135
341933,"Bright Spacious 2Br Leslieville Home, Local Living",1390920,Sylvia,,South Riverdale,43.66712,-79.33678,Entire home/apt,179,3,137,2019-10-23,1.41,1,168
358663,Private Suite 5 min. from Downtown,1815434,Paul,,Palmerston-Little Italy,43.66195,-79.41141,Entire home/apt,95,7,25,2019-10-31,0.27,2,135
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,174063,Denis,,South Parkdale,43.6354,-79.43854,Entire home/apt,115,30,59,2019-11-25,0.64,5,263
361599,Luxury House in Downtown For 12people+  6 parking,174063,Denis,,South Parkdale,43.63737,-79.43939,Entire home/apt,500,30,0,,,5,257
361831,Townhome/Condo at The Mona Lisa,1828773,Silvana,,Willowdale East,43.77873,-79.41245,Private room,141,7,0,,,1,365
363057,Charming Century House in Beaches,1816495,Katharine,,The Beaches,43.67113,-79.29839,Entire home/apt,229,1,2,2019-07-27,0.06,1,47
366973,Spacious Modern Cozy King W Toronto,1015670,Grace,,Waterfront Communities-The Island,43.64341,-79.40046,Entire home/apt,190,3,9,2017-09-12,0.13,1,363
379133,Elegant 3 Bedroom+  Rosedale Home ,1903033,Christie,,Rosedale-Moore Park,43.67423,-79.37028,Entire home/apt,650,7,1,2013-08-02,0.01,2,0
380910,Fab 1 Bdrm Apt Close to Everything ,1910540,Les,,Danforth,43.6798,-79.34218,Entire home/apt,135,2,32,2019-08-25,0.47,1,288
382186,Downtown Maple Leaf Square Condo,1812059,Petros,,Waterfront Communities-The Island,43.64503,-79.38335,Entire home/apt,190,1,14,2020-01-01,0.15,1,89
382423,Private Apt. in Kensington Market!,1916855,Manja,,Kensington-Chinatown,43.65432,-79.39847,Entire home/apt,111,1,217,2020-02-07,2.27,2,195
384549,Spacious room in house downtown!,1923052,Justin,,North St.James Town,43.67144,-79.37685,Private room,65,7,0,,,1,0
388696,Downtown Private Room-5minto Subway,1944849,Suzan,,Dovercourt-Wallace Emerson-Junction,43.66633,-79.42851,Entire home/apt,60,3,18,2017-06-05,0.2,1,288
390395,"SUNNY DBL CORKTOWN BREAKFAST, 2 BIKES INCL.",1952926,Sean,,Regent Park,43.65765,-79.36281,Private room,65,1,800,2020-02-11,8.33,1,222
394627,Furnished Downtown Studio Suite,304551,Kintoo,,Palmerston-Little Italy,43.66137,-79.41074,Entire home/apt,80,60,2,2016-07-01,0.03,6,289
396504,Modern 3 bed home w/garden in funky Queen W,1981383,Clare,,Roncesvalles,43.64283,-79.44686,Entire home/apt,350,3,28,2019-09-28,0.36,1,50
401823,Furnished Downtown Studio Suite,304551,Kintoo,,Palmerston-Little Italy,43.66238,-79.41034,Entire home/apt,90,30,6,2016-11-16,0.06,6,349
403200,Yonge & Bloor Lakview Bedroom,195095,Urbano,,Rosedale-Moore Park,43.67149,-79.38611,Private room,95,1,3,2018-08-31,0.04,13,222
406646,1BR-Close to Yonge & Eglinton 202,1854872,Raja,,Flemingdon Park,43.72029,-79.33473,Private room,40,2,32,2020-01-27,0.4,4,333
413276,Yonge & Wellesley Prime Downtown Full Apartment,2056128,Robert,,Bay Street Corridor,43.6642,-79.38465,Entire home/apt,198,2,68,2019-06-09,0.73,2,274
415104,Furnished Luxury Condos North York,2064477,David,,Willowdale East,43.76248,-79.40904,Entire home/apt,155,3,4,2019-11-02,0.49,4,88
415110,Downtown Furnished Luxury Condo Toronto,2064477,David,,Waterfront Communities-The Island,43.64275,-79.39161,Entire home/apt,175,3,1,2019-09-01,0.18,4,178
415111,Luxury Condo North York - Two Bedroom Suite,2064477,David,,Willowdale East,43.76095,-79.40969,Entire home/apt,225,3,5,2019-09-11,0.66,4,89
415135,Torontos Entertainment District ,2064477,David,,Waterfront Communities-The Island,43.64456,-79.39449,Entire home/apt,175,3,2,2017-07-11,0.06,4,352
415308,Beautiful Seaton Village Apartment,1299598,Jill,,Annex,43.66859,-79.41411,Private room,99,3,28,2019-08-03,0.29,1,364
418608,SEMI-PRIVATE ROOM MIDTOWN TORONTO,2079464,Madalina And Willy,,Mount Pleasant West,43.69844,-79.39434,Shared room,42,1,93,2020-02-09,1.01,1,364
418791,Charming 1BD Apt Toronto West-End,2082581,Haley,,Dufferin Grove,43.65395,-79.43132,Entire home/apt,65,7,3,2013-07-08,0.04,1,0
429943,Super Studio in the Upper Beach,377846,Nick & Nena,,East End-Danforth,43.68499,-79.29131,Entire home/apt,69,3,38,2019-08-24,0.41,10,321
436403,Heritage Home Downtown Toronto,1429488,Derek,,Moss Park,43.6617,-79.37496,Entire home/apt,195,2,220,2020-01-02,2.6,3,262
447884,House available during TIFF,200354,Ayla,,Kensington-Chinatown,43.65646,-79.4031,Private room,200,2,1,2014-03-31,0.01,1,0
449650,Colourful Victorian Semi With Original Artwork and a Piano,1402232,Abigail,,South Parkdale,43.63927,-79.43033,Entire home/apt,199,1,254,2020-01-27,3.78,5,216
454927,Downtown Toronto private bdrm&bath,2260447,David,,Church-Yonge Corridor,43.66114,-79.38157,Private room,90,2,347,2020-01-13,3.68,3,111
455640,Charming House in Great Location ,591649,Melissa,,Humewood-Cedarvale,43.68698,-79.42234,Entire home/apt,141,30,9,2015-11-01,0.1,2,0
456371,Calming Bedroom 1 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67741,-79.31079,Private room,30,30,17,2019-12-09,0.25,3,101
457588,Furnished Luxury @ The Eaton Centre,1805882,Elisabeth,,Church-Yonge Corridor,43.65475,-79.37934,Hotel room,274,5,7,2018-06-29,0.09,4,365
460994,COMFORTABLE APARTMENT IN YORKVILE,2291374,Daniel,,Church-Yonge Corridor,43.66883,-79.38365,Entire home/apt,199,360,0,,,1,365
462366,Quaint Mid-Town Toronto Guestroom,2297131,Liz,,Brookhaven-Amesbury,43.7063,-79.48768,Private room,54,1,33,2019-10-14,0.36,1,365
464313,Private Downtown Victorian House. Fully Equipped,2307239,Harold,,Waterfront Communities-The Island,43.64428,-79.40268,Entire home/apt,190,3,63,2020-01-02,0.79,1,159
466650,Spacious Scandinavian Style Home in King West,1039434,Juli,,Waterfront Communities-The Island,43.64353,-79.40154,Entire home/apt,164,30,57,2020-01-02,0.62,2,62
473827,Designer-inspired Toronto living.,2349264,George / John,,Oakwood Village,43.6879,-79.43938,Entire home/apt,107,60,99,2020-02-06,1.07,1,0
493281,Prestigious Wychwood Park Studio CA,2432916,Denise,,Wychwood,43.67775,-79.42171,Private room,76,3,0,,,1,43
495303,Your Home In Toronto,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66444,-79.42534,Entire home/apt,115,2,115,2019-11-11,1.28,2,89
499590,Families with Small Kids Welcome,1615266,Lewelyn,,Parkwoods-Donalda,43.75809,-79.31778,Entire home/apt,200,360,1,2012-07-16,0.01,2,165
509575,Mina's Guest House - Room  # 2,2511000,Arya,,Moss Park,43.65751,-79.37178,Private room,80,3,12,2019-07-21,0.13,24,155
511141,Victorian Charmer in West Queen West,2518222,Katie & Philippe,,Little Portugal,43.64887,-79.43202,Entire home/apt,138,3,118,2020-01-08,1.27,3,0
511463, gorgeous light- filled loft avail!,211533,Sasha,,Dovercourt-Wallace Emerson-Junction,43.66021,-79.43757,Entire home/apt,150,2,6,2016-08-28,0.07,1,0
516823,Cozy + Clean Studio in the Junction,533496,Paul,,Junction Area,43.66585,-79.47556,Entire home/apt,87,3,168,2020-01-02,1.81,2,317
517709,Bright House with Vegetable Garden,2549053,Nathalie,,Trinity-Bellwoods,43.65264,-79.411,Entire home/apt,225,2,76,2018-08-16,0.85,1,0
519845,A Calm and Cozy Abode,1615266,Lewelyn,,Parkwoods-Donalda,43.75896,-79.31819,Entire home/apt,52,4,46,2020-01-23,0.51,2,222
525387,Gorgeous Photogenic Artist's Loft,1559845,Safiya,,Dovercourt-Wallace Emerson-Junction,43.65875,-79.44551,Entire home/apt,115,2,60,2019-08-11,0.65,1,347
526594,Small Dog friendly Apt Garden Free Park EV charger,2588098,Reiner,,Willowdale East,43.76651,-79.40411,Entire home/apt,68,28,6,2014-12-01,0.07,1,180
526705,★ High-Tech Authentic Luxurious Loft -Queen West ★,1698603,Kyle,,Roncesvalles,43.64279,-79.43347,Entire home/apt,139,7,51,2019-12-29,0.56,2,264
529089,Tryna get lit?,2577688,Cameron,,Niagara,43.64262,-79.40315,Shared room,66,1,0,,,1,0
529189,"Historical, distinctive, and hip",2597290,Caroline,,Trinity-Bellwoods,43.65248,-79.40885,Private room,54,3,153,2020-01-05,1.66,4,344
529256,Room in amazing retro modern space ,2597290,Caroline,,Trinity-Bellwoods,43.65038,-79.41019,Private room,54,3,111,2019-12-01,1.19,4,335
533659,Best View in Downtown 5 Star Luxury,1019968,Roman,,Waterfront Communities-The Island,43.63931,-79.38174,Entire home/apt,220,6,145,2020-01-05,1.57,2,241
534962,Mina's Guest House Room #1 (1 x Queen Bed + Futon),2511000,Arya,,Moss Park,43.66002,-79.37217,Private room,80,3,9,2020-01-01,0.11,24,143
535006,Mina's Guest House Room #3 (1 x Queen Bed + Futon),2511000,Arya,,Moss Park,43.65931,-79.37258,Private room,76,3,12,2019-07-27,0.14,24,178
535025,Toronto Mina's Guest House room #6,2511000,Arya,,Moss Park,43.66015,-79.37206,Hotel room,54,3,25,2020-01-01,0.3,24,153
535079,Mina's Guest House - Room  #7,2511000,Arya,,Moss Park,43.65852,-79.37165,Private room,65,3,5,2020-01-01,0.06,24,144
535086,Toronto Mina's Guest House -Room 8,2511000,Arya,,Moss Park,43.65796,-79.37146,Private room,65,3,12,2018-10-22,0.15,24,154
535110,Toronto Mina's Guest House-Room # 9,2511000,Arya,,Moss Park,43.65823,-79.37213,Private room,60,3,13,2017-02-25,0.14,24,107
535124,Mina's Guest House-double room #10,2511000,Arya,,Moss Park,43.66004,-79.37175,Private room,60,3,5,2018-11-21,0.06,24,123
543242,"Little Portugal, Lovely Room!",436011,Mallory And Allen,,Little Portugal,43.65007,-79.42561,Private room,69,2,210,2019-12-24,2.35,1,61
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,,Waterfront Communities-The Island,43.64147,-79.39269,Entire home/apt,199,3,11,2015-08-16,0.14,1,0
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,,Palmerston-Little Italy,43.66101,-79.42695,Entire home/apt,90,2,3,2017-10-17,0.03,1,0
553972,Hip downtown weekend room with art,2597290,Caroline,,Trinity-Bellwoods,43.65159,-79.40827,Private room,54,3,101,2019-11-15,1.11,4,365
556724,Large family home in High Park,2737251,Shelagh,,High Park-Swansea,43.64842,-79.4546,Entire home/apt,245,6,3,2015-08-19,0.04,1,87
560148,"Cozy room, King Bed, Great Location",1027776,Willy & Madalina,,Mount Pleasant West,43.69813,-79.3915,Private room,675,1,39,2019-09-15,0.43,2,289
563542,Bright Large 2 Bedroom Central,227740,Bojan,,Palmerston-Little Italy,43.65707,-79.41011,Entire home/apt,99,3,1,2013-08-20,0.01,1,0
571239,City Retreat with Grand Piano & Outdoor Hottub,2811178,David,,Greenwood-Coxwell,43.68181,-79.32462,Entire home/apt,251,3,37,2020-01-02,0.41,2,361
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,,East End-Danforth,43.68617,-79.29311,Entire home/apt,109,3,29,2019-12-02,0.33,10,46
573489,Kid friendly neighbourhood. ,2821694,B,,Wychwood,43.67673,-79.42318,Entire home/apt,350,5,0,,,1,0
573892,DOWNTOWN TORONTO LUXURY FURNISHED CORPORATE SUITE,2175675,Frank,,Waterfront Communities-The Island,43.64278,-79.37985,Entire home/apt,148,1,79,2020-02-09,0.87,2,318
578292,"Modern Upscale Condo, HUGE Balcony, WALKSCORE 100",2808386,Jason,,Bay Street Corridor,43.65409,-79.38456,Entire home/apt,121,20,9,2019-10-09,0.1,1,2
579918,Luxury Queen West Private Loft,1160065,Vee,,Niagara,43.63803,-79.41904,Entire home/apt,130,3,13,2019-08-28,0.14,1,0
593324,Charming Victorian in Leslieville,2929774,Susan,,South Riverdale,43.66096,-79.34763,Entire home/apt,115,7,7,2015-10-06,0.08,1,0
599591,Artful Retreat & Queer Friendly,2771272,Michelle,,Dufferin Grove,43.65354,-79.43508,Entire home/apt,90,2,197,2020-01-19,2.17,3,349
602407,Large bedroom with private bathroom,2980659,Nanou,,Woodbine Corridor,43.67666,-79.31322,Private room,69,4,40,2019-08-10,0.44,1,165
602943,Mina's Guest House- Room # 4,2511000,Arya,,Moss Park,43.65759,-79.37072,Private room,65,3,10,2017-03-15,0.13,24,150
611735,Comfort and  Quiet,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66377,-79.42463,Private room,80,2,10,2018-08-05,0.11,2,0
613695,House in Little Italy,2741309,Sean,,Palmerston-Little Italy,43.65958,-79.41257,Entire home/apt,76,1,0,,,1,0
615715,Futon in the Heart of Toronto,2001901,Ru,,Waterfront Communities-The Island,43.64397,-79.40102,Shared room,42,1,20,2019-05-24,0.22,2,365
620965,Private Room in Artist Home by Transit,897683,Hajnal,,Birchcliffe-Cliffside,43.70519,-79.24774,Private room,34,5,23,2020-02-04,0.25,3,234
624190,Danforth/Greek Town  appartment,3096162,Brigitt,,Broadview North,43.69032,-79.35236,Entire home/apt,449,1,0,,,1,0
625877,Calming Bedroom 2 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67567,-79.3122,Private room,30,30,17,2020-01-01,0.24,3,224
625942,Calming Bedroom 3 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67638,-79.3102,Private room,33,28,9,2017-10-08,0.12,3,104
627217,parking space only,3057451,Jessica,,Weston-Pellam Park,43.67368,-79.46032,Shared room,99,1,0,,,1,0
629995,Shared Loft in Queen West- On Couch,1698603,Kyle,,Roncesvalles,43.64372,-79.43283,Shared room,70,1,3,2019-06-01,0.03,2,361
638500,3 bdrm on Queen West TO,3178928,Lisa Marie,,South Parkdale,43.63912,-79.43946,Entire home/apt,95,4,10,2016-09-26,0.18,1,0
638586,Toronto Downtown near TIFF &  Convention Centre,3186285,Solange,,Waterfront Communities-The Island,43.64271,-79.39244,Entire home/apt,200,10,61,2019-04-07,0.91,1,364
643389,"Bachelor Apt, 2nd flr, South Window",3217095,Mark,,South Parkdale,43.63514,-79.42736,Entire home/apt,65,7,3,2017-05-20,0.07,1,0
643916,Basement apartment (1 bdrm) in lower Junction,574360,Yvonne,,Junction Area,43.66203,-79.47818,Entire home/apt,121,3,5,2016-04-27,0.08,1,364
654048,4 Bedroom House Great Location,3289972,Minoo,,Morningside,43.78505,-79.20887,Entire home/apt,274,4,13,2019-12-16,0.15,1,342
655522,Sunny and Charming Apartment,3299954,Basil,,Kensington-Chinatown,43.65805,-79.39601,Entire home/apt,85,4,29,2018-08-10,0.32,1,0
662562, CONVENIENTLY LOCATED  STUDIO ,3346401,Frank,,Regent Park,43.65653,-79.36297,Entire home/apt,50,2,0,,,1,0
666158,DOWNTOWN CN Tower View! 2 bedrooms/2baths!,3367744,Ron,,Bay Street Corridor,43.65492,-79.38185,Entire home/apt,799,3,41,2018-06-25,0.52,1,363
